SalesOfficeCity,CustomerCity,dayofmonth,distance
"Phoenix, AZ","Santa Ana, CA",1,338
"Chicago, IL","Kansas City, MO",1,403
"Chicago, IL","Kansas City, MO",2,403
"Chicago, IL","Kansas City, MO",3,403
"Dallas/Fort Worth, TX","San Antonio, TX",1,247
"Dallas/Fort Worth, TX","San Antonio, TX",2,247
"Dallas/Fort Worth, TX","San Antonio, TX",3,247
"Dallas/Fort Worth, TX","Austin, TX",1,190
"Dallas/Fort Worth, TX","Austin, TX",2,190
"Dallas/Fort Worth, TX","Austin, TX",3,190
"Chicago, IL","Detroit, MI",1,235
"Chicago, IL","Detroit, MI",2,235
"Chicago, IL","Minneapolis, MN",3,334
"Dallas/Fort Worth, TX","Wichita, KS",1,328
"Dallas/Fort Worth, TX","Wichita, KS",2,328
"Dallas/Fort Worth, TX","Wichita, KS",3,328
"Dallas/Fort Worth, TX","San Antonio, TX",1,247
"Dallas/Fort Worth, TX","San Antonio, TX",2,247
"Dallas/Fort Worth, TX","San Antonio, TX",3,247
"Dallas/Fort Worth, TX","Oklahoma City, OK",2,175
"Dallas/Fort Worth, TX","Oklahoma City, OK",3,175
"Charlotte, NC","Nashville, TN",1,328
"Charlotte, NC","Baltimore, MD",1,361
"Charlotte, NC","Baltimore, MD",1,361
"Phoenix, AZ","Albuquerque, NM",1,328
"Phoenix, AZ","Albuquerque, NM",1,328
"Phoenix, AZ","Albuquerque, NM",1,328
"Phoenix, AZ","Albuquerque, NM",1,328
"Phoenix, AZ","Albuquerque, NM",1,328
"Phoenix, AZ","Albuquerque, NM",1,328
"Phoenix, AZ","Albuquerque, NM",1,328
"Phoenix, AZ","Burbank, CA",1,369
"Phoenix, AZ","Burbank, CA",1,369
"Phoenix, AZ","Burbank, CA",1,369
"Phoenix, AZ","Burbank, CA",1,369
"Phoenix, AZ","Burbank, CA",1,369
"Phoenix, AZ","Burbank, CA",1,369
"Phoenix, AZ","El Paso, TX",1,347
"Phoenix, AZ","El Paso, TX",1,347
"Phoenix, AZ","El Paso, TX",1,347
"Phoenix, AZ","El Paso, TX",1,347
"Phoenix, AZ","Las Vegas, NV",1,255
"Phoenix, AZ","Las Vegas, NV",1,255
"Phoenix, AZ","Las Vegas, NV",1,255
"Phoenix, AZ","Las Vegas, NV",1,255
"Phoenix, AZ","Las Vegas, NV",1,255
"Phoenix, AZ","Las Vegas, NV",1,255
"Phoenix, AZ","Las Vegas, NV",1,255
"Phoenix, AZ","Las Vegas, NV",1,255
"Phoenix, AZ","Las Vegas, NV",1,255
"Phoenix, AZ","Las Vegas, NV",1,255
"Phoenix, AZ","Las Vegas, NV",1,255
"Phoenix, AZ","Los Angeles, CA",1,370
"Phoenix, AZ","Los Angeles, CA",1,370
"Phoenix, AZ","Los Angeles, CA",1,370
"Phoenix, AZ","Los Angeles, CA",1,370
"Phoenix, AZ","Los Angeles, CA",1,370
"Phoenix, AZ","Los Angeles, CA",1,370
"Phoenix, AZ","Los Angeles, CA",1,370
"Phoenix, AZ","Los Angeles, CA",1,370
"Phoenix, AZ","Los Angeles, CA",1,370
"Phoenix, AZ","Ontario, CA",1,325
"Phoenix, AZ","Ontario, CA",1,325
"Phoenix, AZ","Ontario, CA",1,325
"Phoenix, AZ","Ontario, CA",1,325
"Phoenix, AZ","Ontario, CA",1,325
"Phoenix, AZ","Ontario, CA",1,325
"Phoenix, AZ","San Diego, CA",1,304
"Phoenix, AZ","San Diego, CA",1,304
"Phoenix, AZ","San Diego, CA",1,304
"Phoenix, AZ","San Diego, CA",1,304
"Phoenix, AZ","San Diego, CA",1,304
"Phoenix, AZ","San Diego, CA",1,304
"Phoenix, AZ","San Diego, CA",1,304
"Phoenix, AZ","San Diego, CA",1,304
"Phoenix, AZ","San Diego, CA",1,304
"Phoenix, AZ","San Diego, CA",1,304
"Phoenix, AZ","Santa Ana, CA",1,338
"Phoenix, AZ","Santa Ana, CA",1,338
"Phoenix, AZ","Santa Ana, CA",1,338
"Phoenix, AZ","Santa Ana, CA",1,338
"Phoenix, AZ","Santa Ana, CA",1,338
"Phoenix, AZ","Santa Ana, CA",1,338
"Phoenix, AZ","Santa Ana, CA",1,338
"Charlotte, NC","Nashville, TN",2,328
"Charlotte, NC","Baltimore, MD",2,361
"Charlotte, NC","Baltimore, MD",2,361
"Phoenix, AZ","Albuquerque, NM",2,328
"Phoenix, AZ","Albuquerque, NM",2,328
"Phoenix, AZ","Albuquerque, NM",2,328
"Phoenix, AZ","Albuquerque, NM",2,328
"Phoenix, AZ","Albuquerque, NM",2,328
"Phoenix, AZ","Albuquerque, NM",2,328
"Phoenix, AZ","Albuquerque, NM",2,328
"Phoenix, AZ","Burbank, CA",2,369
"Phoenix, AZ","Burbank, CA",2,369
"Phoenix, AZ","Burbank, CA",2,369
"Phoenix, AZ","Burbank, CA",2,369
"Phoenix, AZ","Burbank, CA",2,369
"Phoenix, AZ","Burbank, CA",2,369
"Phoenix, AZ","El Paso, TX",2,347
"Phoenix, AZ","El Paso, TX",2,347
"Phoenix, AZ","El Paso, TX",2,347
"Phoenix, AZ","El Paso, TX",2,347
"Phoenix, AZ","Las Vegas, NV",2,255
"Phoenix, AZ","Las Vegas, NV",2,255
"Phoenix, AZ","Las Vegas, NV",2,255
"Phoenix, AZ","Las Vegas, NV",2,255
"Phoenix, AZ","Las Vegas, NV",2,255
"Phoenix, AZ","Las Vegas, NV",2,255
"Phoenix, AZ","Las Vegas, NV",2,255
"Phoenix, AZ","Las Vegas, NV",2,255
"Phoenix, AZ","Las Vegas, NV",2,255
"Phoenix, AZ","Las Vegas, NV",2,255
"Phoenix, AZ","Las Vegas, NV",2,255
"Phoenix, AZ","Los Angeles, CA",2,370
"Phoenix, AZ","Los Angeles, CA",2,370
"Phoenix, AZ","Los Angeles, CA",2,370
"Phoenix, AZ","Los Angeles, CA",2,370
"Phoenix, AZ","Los Angeles, CA",2,370
"Phoenix, AZ","Los Angeles, CA",2,370
"Phoenix, AZ","Los Angeles, CA",2,370
"Phoenix, AZ","Los Angeles, CA",2,370
"Phoenix, AZ","Los Angeles, CA",2,370
"Phoenix, AZ","Ontario, CA",2,325
"Phoenix, AZ","Ontario, CA",2,325
"Phoenix, AZ","Ontario, CA",2,325
"Phoenix, AZ","Ontario, CA",2,325
"Phoenix, AZ","Ontario, CA",2,325
"Phoenix, AZ","Ontario, CA",2,325
"Phoenix, AZ","San Diego, CA",2,304
"Phoenix, AZ","San Diego, CA",2,304
"Phoenix, AZ","San Diego, CA",2,304
"Phoenix, AZ","San Diego, CA",2,304
"Phoenix, AZ","San Diego, CA",2,304
"Phoenix, AZ","San Diego, CA",2,304
"Phoenix, AZ","San Diego, CA",2,304
"Phoenix, AZ","San Diego, CA",2,304
"Phoenix, AZ","San Diego, CA",2,304
"Phoenix, AZ","San Diego, CA",2,304
"Phoenix, AZ","Santa Ana, CA",2,338
"Phoenix, AZ","Santa Ana, CA",2,338
"Phoenix, AZ","Santa Ana, CA",2,338
"Phoenix, AZ","Santa Ana, CA",2,338
"Phoenix, AZ","Santa Ana, CA",2,338
"Phoenix, AZ","Santa Ana, CA",2,338
"Phoenix, AZ","Santa Ana, CA",2,338
"Charlotte, NC","Nashville, TN",3,328
"Charlotte, NC","Baltimore, MD",3,361
"Charlotte, NC","Baltimore, MD",3,361
"Phoenix, AZ","Albuquerque, NM",3,328
"Phoenix, AZ","Albuquerque, NM",3,328
"Phoenix, AZ","Albuquerque, NM",3,328
"Phoenix, AZ","Burbank, CA",3,369
"Phoenix, AZ","Burbank, CA",3,369
"Phoenix, AZ","Burbank, CA",3,369
"Phoenix, AZ","Burbank, CA",3,369
"Phoenix, AZ","El Paso, TX",3,347
"Phoenix, AZ","El Paso, TX",3,347
"Phoenix, AZ","Las Vegas, NV",3,255
"Phoenix, AZ","Las Vegas, NV",3,255
"Phoenix, AZ","Las Vegas, NV",3,255
"Phoenix, AZ","Las Vegas, NV",3,255
"Phoenix, AZ","Las Vegas, NV",3,255
"Phoenix, AZ","Las Vegas, NV",3,255
"Phoenix, AZ","Las Vegas, NV",3,255
"Phoenix, AZ","Las Vegas, NV",3,255
"Phoenix, AZ","Los Angeles, CA",3,370
"Phoenix, AZ","Los Angeles, CA",3,370
"Phoenix, AZ","Los Angeles, CA",3,370
"Phoenix, AZ","Los Angeles, CA",3,370
"Phoenix, AZ","Los Angeles, CA",3,370
"Phoenix, AZ","Los Angeles, CA",3,370
"Phoenix, AZ","Ontario, CA",3,325
"Phoenix, AZ","Ontario, CA",3,325
"Phoenix, AZ","Ontario, CA",3,325
"Phoenix, AZ","Ontario, CA",3,325
"Phoenix, AZ","San Diego, CA",3,304
"Phoenix, AZ","San Diego, CA",3,304
"Phoenix, AZ","San Diego, CA",3,304
"Phoenix, AZ","San Diego, CA",3,304
"Phoenix, AZ","San Diego, CA",3,304
"Phoenix, AZ","San Diego, CA",3,304
"Phoenix, AZ","San Diego, CA",3,304
"Phoenix, AZ","Santa Ana, CA",3,338
"Phoenix, AZ","Santa Ana, CA",3,338
"Phoenix, AZ","Santa Ana, CA",3,338
"Phoenix, AZ","Santa Ana, CA",3,338
